ques_naire;user_id;propertyid;createtime;min-erittain-korkea-asuinalue-sopii-helsinkiin;kuinka-todennakoisesti-asut-alueella-viela-5-vuoden-kuluttua;min-mieluiten-ulkoilen-laajassa-metsassa-vaikka-se-olisi-vahan-kauempana-kotoa;tarkein;min-kiinnostavin-uusi-kulttuuri-syntyy-kohtaamisista-kaupungissa;min-haluan-tehda-paivittaiset-ostokseni-vahan-kerrallaan-lahella-kotia;min-jos-raideliikenteen-yhteyksia-parannetaan-kayttaisin-raideliikennetta-nykyista-enemman-seka-tyomatkoihini-etta-vapaa-ajalla;toiseksi-tarkein;jos-asut-muualla-kuin-helsingissa-missa-asu;min-esikaupungeissa-tehokkain-rakentaminen-kannattaisi-keskittaa-asemien-laheisyyteen;min-suurkaupunki-ja-sen-monet-mahdollisuudet-ovat-kiehtovia;kolmenneksi-tarkein;ika;missa-kaupunginosassa-asut;user-language;min-helsingin-keskustaan-johtavien-isojen-teiden-muuttaminen-puistokaduiksi-on-hyva-idea;min-koska-helsinki-kasvaa-pitaa-sita-tiiviistaa;elamantilanne-asumismuoto;min-autoilun-tarpeen-vahentamiseksi-olen-valmis-hyvaksymaan-tiiviimpaa-rakentamista-asuinalueellani;min-asuinalueeltani-loytyy-viela-paikkoja-joita-voisi-kayttaa-rakentamiseen
"mita-ajattelet-tulevaisuuden-k";"253";"803";"2013-11-04T09:31"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"254";"805";"2013-11-04T09:31"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"255";"818";"2013-11-04T09:32"; ;"erittain-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"henkiloauto"; ; ; ;"polkupyora";"25-29";"Haaga";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"256";"827";"2013-11-04T09:32"; ; ; ; ; ; ; ; ; ; ; ; ;"40-49"; ;"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"257";"831";"2013-11-04T09:33"; ;"vaikea-sanoa"; ;"henkiloauto"; ; ; ;"joukkoliikenne";"ulkomailla"; ; ;"kavely";"40-49"; ;"en"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"258";"835";"2013-11-04T09:33"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"259";"844";"2013-11-04T09:34";"0";"vaikea-sanoa";"21,19";"henkiloauto";"15,91";"11,95";"0";"joukkoliikenne"; ;"10,08";"0";"kavely";"25-29";"Kamppi";"fi";"0";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"260";"849";"2013-11-04T09:34"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"261";"857";"2013-11-04T09:35"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"262";"858";"2013-11-04T09:35";"0";"melko-todennakoisesti";"0";"henkiloauto";"0";"100";"100";"joukkoliikenne"; ;"0";"0";"kavely";"60-69";"Tapaninkylä";"fi";"0";"0";"pariskunta";"0";"50,2"
"mita-ajattelet-tulevaisuuden-k";"263";"865";"2013-11-04T09:35";"0";"erittain-todennakoisesti";"77,94";"joukkoliikenne";"0";"27,94";"0";"kavely"; ;"0";"0";"polkupyora";"30-39";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"en";"0";"0";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"264";"867";"2013-11-04T09:36";"10,48";"melko-todennakoisesti";"26,35";"henkiloauto";"33,89";"77,54";"65,59";"joukkoliikenne"; ;"17,62";"15,24";"polkupyora";"30-39";"Sörnäinen";"fi";"83,94";"37,46";"yksin-asuva";"88,84";"17,82"
"mita-ajattelet-tulevaisuuden-k";"265";"869";"2013-11-04T09:36";"33,1";"melko-epatodennakoisesti";"80,71";"kavely";"23,17";"0";"28,33";"polkupyora"; ;"0";"0,16";"joukkoliikenne";"30-39";"Kamppi";"fi";"0";"0";"yksin-asuva";"5,32";"40,24"
"mita-ajattelet-tulevaisuuden-k";"266";"870";"2013-11-04T09:36";"24,37";"melko-todennakoisesti";"0";"joukkoliikenne";"slider_default_value";"25,56";"0";"polkupyora"; ;"76,35";"24,37";"kavely";"30-39";"Munkkiniemi (Kuusisaari, Lehtisaari, Munkkivuori, Niemenmäki, Talinranta)";"fi";"25,16";"100";"pariskunta";"100";"77,15"
"mita-ajattelet-tulevaisuuden-k";"267";"873";"2013-11-04T09:36";"18,85";"melko-todennakoisesti";"100";"joukkoliikenne";"100";"78,77";"0";"kavely"; ;"27,98";"38,69";"henkiloauto";"20-24";"Kaarela (Kannelmäki, Maununneva, Malminkartano, Hakuninmaa, Kuninkaantammi, Honkasuo)";"fi";"60,910000000000004";"100";"pariskunta";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"268";"876";"2013-11-04T09:36";"25,16";"erittain-todennakoisesti";"100";"henkiloauto"; ;"0";"25,16";"joukkoliikenne"; ;"77,54";"24,07";"kavely";"30-39";"Vallila";"en";"74,25";"0";"yksin-asuva";"75,56";"0"
"mita-ajattelet-tulevaisuuden-k";"269";"878";"2013-11-04T09:36"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"270";"881";"2013-11-04T09:36"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"271";"888";"2013-11-04T09:37";"0";"melko-epatodennakoisesti";"81,51";"joukkoliikenne";"16,43";"23,17";"28,33";"kavely"; ;"37,16";"0";"polkupyora";"25-29";"Kaarela (Kannelmäki, Maununneva, Malminkartano, Hakuninmaa, Kuninkaantammi, Honkasuo)";"fi";"65,24";"0";"pariskunta";"38,65";"0"
"mita-ajattelet-tulevaisuuden-k";"273";"891";"2013-11-04T09:37";"35,12";"melko-todennakoisesti";"85,52";"joukkoliikenne";"0,99";"67,66";"90,28";"kavely"; ;"0";"2,58";"henkiloauto";"40-49";"Viikki";"fi";"89,48";"20,830000000000002";"lapsiperhe";"45,04";"16,47"
"mita-ajattelet-tulevaisuuden-k";"275";"895";"2013-11-04T09:38"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"276";"901";"2013-11-04T09:38"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"278";"914";"2013-11-04T09:39";"14,33";"melko-todennakoisesti";"89,25";"joukkoliikenne";"0";"13,25";"0";"kavely"; ;"27,14";"0";"henkiloauto";"20-24";"Herttoniemi (Roihuvuori)";"fi";"28,33";"25,16";"yksin-asuva";"10,4";"31,51"
"mita-ajattelet-tulevaisuuden-k";"279";"906";"2013-11-04T09:39";"100";"vaikea-sanoa";"80,75";"henkiloauto";"100";"81,15";"0";"joukkoliikenne"; ;"100";"50,120000000000004";"kavely";"30-39";"Viikki";"fi";"99,8";"100";"lapsiperhe";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"280";"907";"2013-11-04T09:39";"82,94";"erittain-todennakoisesti";"11,11";"joukkoliikenne"; ;"0,4"; ;"polkupyora";"muualla-suomessa"; ; ;"kavely";"25-29";"Vallila";"en"; ;"0";"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"282";"927";"2013-11-04T09:41";"39,84";"melko-todennakoisesti";"72,38";"joukkoliikenne";"25,56";"36,27";"20,79";"kavely"; ;"32,7";"25,16";"polkupyora";"25-29";"Kallio";"fi";"23,57";"26,75";"pariskunta";"25,95";"29,52"
"mita-ajattelet-tulevaisuuden-k";"283";"937";"2013-11-04T09:41"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"284";"938";"2013-11-04T09:41"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"285";"945";"2013-11-04T09:42";"100";"erittain-todennakoisesti";"100";"polkupyora";"13,65";"21,59"; ;"kavely"; ;"68,81";"16,03";"joukkoliikenne";"30-39";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi";"0"; ;"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"286";"1307";"2013-11-04T10:14";"0,2";"melko-todennakoisesti"; ;"joukkoliikenne";"15,67"; ;"4,5600000000000005";"polkupyora";"muualla-uudenmaan-alueella";"4,17";"22,02";"kavely";"40-49";"";"fi"; ;"33,13";"lapsiperhe";"17,26"; 
"mita-ajattelet-tulevaisuuden-k";"287";"958";"2013-11-04T09:43";"76,84";"erittain-todennakoisesti";"38,35";"polkupyora";"42,71";"16,52";"30,41";"joukkoliikenne"; ;"19,3";"26,05";"henkiloauto";"40-49";"Mellunkylä (Kontula,  Vesala, Mellunmäki, Kivikko, Kurkimäki)";"fi";"66,52";"26,44";"pariskunta";"65,33";"37,56"
"mita-ajattelet-tulevaisuuden-k";"288";"981";"2013-11-04T09:44";"100";"vaikea-sanoa";"100";"henkiloauto";"100";"75,56";"100";"joukkoliikenne"; ;"100"; ;"henkiloauto";"30-39";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"100";"100";"yksin-asuva";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"289";"988";"2013-11-04T09:45"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"290";"993";"2013-11-04T09:45";"0";"erittain-todennakoisesti";"100";"henkiloauto"; ; ;"100";"joukkoliikenne";"espoossa";"0"; ;"kavely";"60-69"; ;"fi";"100";"6,9";"pariskunta";"100";"91,83"
"mita-ajattelet-tulevaisuuden-k";"292";"996";"2013-11-04T09:45"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"294";"1003";"2013-11-04T09:46";"100";"erittain-todennakoisesti";"60,75";"henkiloauto"; ;"61,27"; ;"joukkoliikenne"; ; ; ;"kavely";"30-39";"Kaarela (Kannelmäki, Maununneva, Malminkartano, Hakuninmaa, Kuninkaantammi, Honkasuo)";"en";"100";"100";"lapsiperhe";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"295";"1006";"2013-11-04T09:46";"97,22";"erittain-todennakoisesti";"1,98";"joukkoliikenne";"0";"6,75";"10,32";"kavely"; ;"72,62";"2,7800000000000002";"polkupyora";"40-49";"Pasila";"fi";"2,38";"63,89";"yhteiso";"88,49";"98,41"
"mita-ajattelet-tulevaisuuden-k";"296";"1012";"2013-11-04T09:47";"8,13";"erittain-todennakoisesti";"11,71";"joukkoliikenne";"18,650000000000002";"32,34";"0";"polkupyora"; ;"0";"17,66";"henkiloauto";"40-49";"Toukola (Arabianranta)";"fi";"0";"15,67";"lapsiperhe";"14,09";"88,69"
"mita-ajattelet-tulevaisuuden-k";"297";"1028";"2013-11-04T09:48"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"298";"1032";"2013-11-04T09:49";"19,25";"melko-todennakoisesti";"83,13";"kavely";"35,12";"2,58";"60,910000000000004";"joukkoliikenne"; ;"67,26";"37,9";"henkiloauto";"50-59";"Taka-Töölö";"fi"; ;"65,28";"pariskunta";"72,02";"85,52"
"mita-ajattelet-tulevaisuuden-k";"299";"1037";"2013-11-04T09:49"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"300";"1042";"2013-11-04T09:50";"0";"melko-todennakoisesti";"100";"kavely";"32,3";"34,75";"14,84";"joukkoliikenne"; ;"60,08";"7,78";"henkiloauto";"30-39";"Haaga";"fi";"59,69";"14,53";"yksin-asuva";"20,08";"64,84"
"mita-ajattelet-tulevaisuuden-k";"301";"1045";"2013-11-04T09:50";"17,42";"erittain-todennakoisesti"; ;"kavely";"20";"23,39";"29,53";"joukkoliikenne"; ;"30,72";"0";"polkupyora";"25-29";"Vuosaari";"fi";"0";"30,72";"lapsiperhe";"12,07";"35,08"
"mita-ajattelet-tulevaisuuden-k";"302";"1055";"2013-11-04T09:51";"25,4";"vaikea-sanoa";"0";"joukkoliikenne";"0";"100";"0";"henkiloauto"; ;"0";"0";"polkupyora";"30-39";"Vuosaari";"en";"3,17";"100";"pariskunta";"100";"0"
"mita-ajattelet-tulevaisuuden-k";"303";"1058";"2013-11-04T09:52";"0";"melko-epatodennakoisesti";"90,67";"henkiloauto";"0";"100";"82,54";"joukkoliikenne";"vantaalla";"31,150000000000002";"0";"kavely";"25-29";"Suurmetsä (Puistola, Heikinlaakso, Tattarisuo, Jakomäki, Alppikylä)";"fi";"100";"0";"pariskunta";"16,87";"46,63"
"mita-ajattelet-tulevaisuuden-k";"304";"1060";"2013-11-04T09:52";"39,44";"erittain-todennakoisesti";"85,26";"polkupyora"; ;"6,11";"100";"kavely"; ;"34,68";"0";"henkiloauto";"25-29";"Punavuori";"en";"62,84";"35,87";"yksin-asuva";"41,43";"31,27"
"mita-ajattelet-tulevaisuuden-k";"305";"1063";"2013-11-04T09:53";"0,88";"melko-todennakoisesti";"16,81";"polkupyora";"6,64";"15,04";"37,61";"joukkoliikenne"; ;"1,33";"3,98";"kavely";"30-39";"Pasila";"fi";"18,58";"1,33";"pariskunta";"9,29";"10,18"
"mita-ajattelet-tulevaisuuden-k";"307";"1065";"2013-11-04T09:53";"27,54";"melko-todennakoisesti";"74,76";"kavely";"14,7";"12,06";"16,03";"henkiloauto";"vantaalla";"33,89";"0";"joukkoliikenne";"25-29";"Käpylä";"fi";"24,86";"21,59";"yksin-asuva";"17,22";"100"
"mita-ajattelet-tulevaisuuden-k";"308";"1071";"2013-11-04T09:53"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"309";"1080";"2013-11-04T09:54"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"310";"1083";"2013-11-04T09:54"; ;"erittain-todennakoisesti";"57,29";"joukkoliikenne";"34,68";"35,47";"14,44";"henkiloauto"; ;"59,28";"0";"polkupyora";"30-39";"Munkkiniemi (Kuusisaari, Lehtisaari, Munkkivuori, Niemenmäki, Talinranta)";"fi";"21,98";"43,01";"pariskunta";"29,91";"42,61"
"mita-ajattelet-tulevaisuuden-k";"313";"1090";"2013-11-04T09:54";"33,89";"erittain-todennakoisesti";"33,49";"polkupyora";"38,65";"19,21";"64,45";"henkiloauto"; ;"67,22";"29,53";"joukkoliikenne";"25-29";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"en";"16,03";"42,22";"pariskunta";"0";"60,08"
"mita-ajattelet-tulevaisuuden-k";"314";"1093";"2013-11-04T09:55";"91,07000000000001";"erittain-todennakoisesti"; ;"joukkoliikenne"; ; ;"48,21";"joukkoliikenne"; ; ; ;"kavely";"50-59";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"315";"1094";"2013-11-04T09:55"; ;"vaikea-sanoa"; ;"kavely"; ; ; ;"joukkoliikenne";"espoossa"; ; ;"polkupyora";"20-24"; ;"en"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"317";"1103";"2013-11-04T09:56"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"318";"1110";"2013-11-04T09:56"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"319";"1111";"2013-11-04T09:56"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"320";"1115";"2013-11-04T09:56";"68,45";"melko-todennakoisesti";"66,07000000000001";"kavely";"27,98";"0";"23,21";"joukkoliikenne"; ;"28,77";"0";"henkiloauto";"25-29";"Punavuori";"fi";"26,39";"75,99";"pariskunta";"32,74";"100"
"mita-ajattelet-tulevaisuuden-k";"321";"1120";"2013-11-04T09:57";"6,9";"erittain-todennakoisesti";"0";"polkupyora";"26,85";"17,62";"24,76";"joukkoliikenne"; ;"9,68";"43,41";"henkiloauto";"40-49";"Suutarila (Siltamäki, Tapulikaupunki, Töyrynummi)";"fi";"10,48";"6,11";"lapsiperhe";"8,1";"0"
"mita-ajattelet-tulevaisuuden-k";"323";"1123";"2013-11-04T09:57"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"324";"1128";"2013-11-04T09:57"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"325";"1132";"2013-11-04T09:57";"49,6";"melko-todennakoisesti";"68,45";"joukkoliikenne";"22,22";"74,01";"27,18";"kavely"; ;"28,97";"38,1";"polkupyora";"30-39";"Etu-Töölö";"fi";"26,59";"16,87";"yksin-asuva";"34,13";"41,87"
"mita-ajattelet-tulevaisuuden-k";"326";"1133";"2013-11-04T09:58";"2,64";"erittain-todennakoisesti";"50,19";"polkupyora";"0";"10,88";"0";"joukkoliikenne"; ;"30,02";"0";"henkiloauto";"30-39";"Pakila";"fi";"0";"10,88";"lapsiperhe";"19,21";"30,72"
"mita-ajattelet-tulevaisuuden-k";"328";"1135";"2013-11-04T09:58"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"329";"1136";"2013-11-04T09:58";"86,11";"erittain-todennakoisesti";"84,72";"joukkoliikenne";"15,48";"7,140000000000001";"23,41";"kavely"; ;"90,48";"67,06";"henkiloauto";"50-59";"Konala";"fi";"5,5600000000000005";"92,06";"yksin-asuva";"90,08";"62,7"
"mita-ajattelet-tulevaisuuden-k";"330";"1137";"2013-11-04T09:58";"18,81";"melko-todennakoisesti";"62,46";"joukkoliikenne";"20,8";"29,53";"20,8";"henkiloauto";"espoossa";"10,08";"14,84";"polkupyora";"40-49"; ;"fi";"31,91";"25,95";"lapsiperhe";"19,21";"18,02"
"mita-ajattelet-tulevaisuuden-k";"331";"1141";"2013-11-04T09:59"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"332";"1150";"2013-11-04T10:00"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"333";"1170";"2013-11-04T10:02";"26,75";"melko-todennakoisesti";"54,53";"kavely";"2,94";"9,29";"22,38";"joukkoliikenne"; ;"26,35";"0";"polkupyora"; ;"Etu-Töölö";"en"; ;"6,51";"yhteiso";"20";"71,59"
"mita-ajattelet-tulevaisuuden-k";"334";"1175";"2013-11-04T10:02"; ; ;"76,35";"henkiloauto"; ; ; ;"henkiloauto"; ; ; ;"henkiloauto"; ; ;"fi"; ;"73,97"; ; ; 
"mita-ajattelet-tulevaisuuden-k";"336";"1198";"2013-11-04T10:04"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"337";"1222";"2013-11-04T10:06";"70,8";"melko-epatodennakoisesti";"70,8";"joukkoliikenne";"0";"10,48";"10,08";"kavely"; ;"20,8";"10,08";"henkiloauto";"30-39";"Sörnäinen";"fi";"10,08";"10,08";"lapsiperhe";"10,08";"70,8"
"mita-ajattelet-tulevaisuuden-k";"338";"1248";"2013-11-04T10:08";"41,03";"erittain-todennakoisesti";"32,7";"henkiloauto"; ;"65,64";"90,64";"joukkoliikenne"; ;"38,65";"38,65";"polkupyora";"30-39";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"en";"64,45"; ;"pariskunta";"73,67";"47,38"
"mita-ajattelet-tulevaisuuden-k";"339";"1266";"2013-11-04T10:10";"2,14";"melko-todennakoisesti";"70,4";"henkiloauto";"21,19";"23,97";"73,97";"kavely"; ;"23,97";"5,32";"joukkoliikenne";"50-59";"Taka-Töölö";"fi";"84,29";"2,54";"lapsiperhe";"15,24";"63,65"
"mita-ajattelet-tulevaisuuden-k";"340";"1253";"2013-11-04T10:09";"68,02";"erittain-todennakoisesti";"75,95";"joukkoliikenne";"21,59";"16,83";"22,38";"kavely"; ;"23,57";"64,84";"polkupyora";"25-29";"Sörnäinen";"en";"0"; ;"yhteiso";"13,65";"28,34"
"mita-ajattelet-tulevaisuuden-k";"341";"1255";"2013-11-04T10:09"; ;"melko-todennakoisesti";"61,5";"joukkoliikenne"; ; ; ;"kavely"; ; ; ;"henkiloauto";"30-39";"Herttoniemi (Roihuvuori)";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"343";"1265";"2013-11-04T10:10";"63,25";"erittain-todennakoisesti";"70";"joukkoliikenne";"29,13";"0";"11,27";"henkiloauto";"espoossa";"44,21";"18,02";"polkupyora";"25-29";"";"fi";"59,68";"45,4";"yksin-asuva";"25,95";"50,16"
"mita-ajattelet-tulevaisuuden-k";"345";"1290";"2013-11-04T10:12"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"346";"1292";"2013-11-04T10:12";"16,47";"melko-todennakoisesti";"49,4";"polkupyora";"0,99";"0,2";"3,77";"joukkoliikenne";"muualla-uudenmaan-alueella";"0";"14,09";"kavely";"40-49"; ;"fi";"0";"0";"yksin-asuva";"0";"11,71"
"mita-ajattelet-tulevaisuuden-k";"347";"1304";"2013-11-04T10:14"; ;"melko-todennakoisesti";"50,65";"henkiloauto"; ; ; ;"kavely";"espoossa"; ; ;"polkupyora";"30-39";"";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"348";"1311";"2013-11-04T10:14";"40,63";"vaikea-sanoa";"70,39";"henkiloauto";"41,42";"25,150000000000002";"0";"joukkoliikenne";"vantaalla";"24,36";"61,26";"polkupyora";"40-49";"";"fi";"0";"11,26";"lapsiperhe";"25,44";"0"
"mita-ajattelet-tulevaisuuden-k";"349";"1312";"2013-11-04T10:14"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"350";"1315";"2013-11-04T10:15"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"352";"1318";"2013-11-04T10:15";"0";"melko-epatodennakoisesti";"85,52";"henkiloauto";"7,74"; ;"0";"kavely"; ; ;"0";"joukkoliikenne";"30-39";"Alppiharju";"fi";"0";"0";"pariskunta";"12,1";"24,01"
"mita-ajattelet-tulevaisuuden-k";"353";"1319";"2013-11-04T10:15"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"354";"1342";"2013-11-04T10:17"; ;"melko-todennakoisesti";"41,08";"joukkoliikenne";"67,16";"31,61";"30,04";"kavely"; ;"50,16";"39,21";"polkupyora";"25-29";"Etu-Töölö";"fi";"30,71";"31,9";"pariskunta";"40,63";"59,65"
"mita-ajattelet-tulevaisuuden-k";"355";"1346";"2013-11-04T10:18";"0";"erittain-todennakoisesti";"65,64";"henkiloauto"; ;"61,27";"24,76";"polkupyora";"vantaalla";"24,37";"18,02";"joukkoliikenne";"30-39"; ;"fi";"35,48";"34,69";"lapsiperhe";"58,1"; 
"mita-ajattelet-tulevaisuuden-k";"356";"1358";"2013-11-04T10:19";"42,660000000000004";"melko-epatodennakoisesti";"50,6";"kavely"; ;"22,82";"43,85";"joukkoliikenne"; ; ;"10,91";"polkupyora";"30-39";"Kamppi";"fi";"32,34";"40,67";"pariskunta"; ;"73,61"
"mita-ajattelet-tulevaisuuden-k";"357";"1359";"2013-11-04T10:19";"4,92";"erittain-todennakoisesti";"83,49";"polkupyora";"0";"25,95";"25,95";"joukkoliikenne"; ;"12,06";"14,05";"kavely";"30-39";"Taka-Töölö";"fi";"0";"0";"lapsiperhe";"9,29";"13,25"
"mita-ajattelet-tulevaisuuden-k";"358";"1362";"2013-11-04T10:19";"25,16";"melko-todennakoisesti";"66,43";"polkupyora";"23,18";"0";"100";"kavely"; ;"70,4";"0";"joukkoliikenne";"25-29";"Punavuori";"en";"0";"0";"pariskunta";"0,16";"21,99"
"mita-ajattelet-tulevaisuuden-k";"359";"1365";"2013-11-04T10:20";"0";"erittain-todennakoisesti";"35,08";"henkiloauto";"14,45";"0";"7,7";"polkupyora"; ;"18,81";"6,91";"kavely";"30-39";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"en";"65,24";"27,54";"lapsiperhe";"57,3";"18,81"
"mita-ajattelet-tulevaisuuden-k";"360";"1366";"2013-11-04T10:20";"18,4";"melko-epatodennakoisesti";"70,28";"kavely";"16,04";"25,94";"25,47";"polkupyora"; ;"77,83";"7,08";"joukkoliikenne";"15-19";"Etu-Töölö";"en";"2,83";"13,68";"lapsiperhe";"13,68";"84,91"
"mita-ajattelet-tulevaisuuden-k";"362";"1369";"2013-11-04T10:20"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"363";"1372";"2013-11-04T10:20"; ;"vaikea-sanoa"; ;"polkupyora"; ; ; ;"kavely"; ; ; ;"joukkoliikenne";"30-39";"Kamppi";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"364";"1375";"2013-11-04T10:20";"5,67";"melko-todennakoisesti";"100";"joukkoliikenne"; ;"69,45";"0";"henkiloauto";"espoossa";"80,79";"33,87";"kavely";"30-39"; ;"fi";"34,97";"30,45";"pariskunta";"7,22";"14,35"
"mita-ajattelet-tulevaisuuden-k";"366";"1378";"2013-11-04T10:20";"17,22";"erittain-epatodennakoisesti";"91,83";"joukkoliikenne";"14,84";"71,19";"18,81";"henkiloauto"; ;"24,46";"7,41";"polkupyora";"25-29";"Alppiharju";"fi";"5,32";"0";"pariskunta";"67,24";"0"
"mita-ajattelet-tulevaisuuden-k";"367";"1380";"2013-11-04T10:21"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"368";"1384";"2013-11-04T10:21";"1,15";"melko-todennakoisesti";"6,81";"henkiloauto"; ;"13,45"; ;"joukkoliikenne"; ;"91,26";"30,12";"kavely";"50-59";"Pitäjänmäki";"fi"; ;"0";"yksin-asuva";"0,36";"0"
"mita-ajattelet-tulevaisuuden-k";"369";"1385";"2013-11-04T10:21";"16,87";"melko-todennakoisesti";"41,07";"joukkoliikenne";"22,02";"19,64";"22,82";"kavely"; ;"6,55";"20,04";"henkiloauto";"40-49";"Malmi (Pihlajamäki, Tattariharju, Pihlajisto)";"fi";"8,13";"10,52";"lapsiperhe";"14,09";"8,93"
